productid,date,state,market size,product type,caffeine type,sales,cogs,total expesense,marketing,inventory,budget cogs,budget sales
6,2010-11-01,Oklahoma,Small Market,Espresso,Decaf,197,78,57,25,798,60,150
8,2010-11-01,Oklahoma,Small Market,Herbal Tea,Decaf,121,54,54,20,391,50,110
4,2010-11-01,Oklahoma,Small Market,Espresso,Regular,245,102,54,31,-2003,80,180
5,2010-11-01,Wisconsin,Small Market,Espresso,Regular,164,75,44,23,1063,90,200
8,2010-11-01,Wisconsin,Small Market,Herbal Tea,Decaf,141,53,40,16,321,50,130
9,2010-11-01,Texas,Major Market,Herbal Tea,Decaf,114,46,37,14,424,40,100
8,2010-11-01,Ohio,Major Market,Herbal Tea,Decaf,80,32,19,8,482,30,70
2,2010-11-01,California,Major Market,Coffee,Regular,623,249,139,87,2580,290,740
10,2010-11-01,Florida,Major Market,Herbal Tea,Decaf,164,75,45,23,1063,50,110
2,2010-11-01,Texas,Major Market,Coffee,Regular,490,225,91,69,1272,260,580
11,2010-11-01,Connecticut,Small Market,Tea,Regular,132,54,27,15,885,50,130
1,2010-11-01,Colorado,Major Market,Coffee,Regular,290,118,44,33,930,110,280
2,2010-11-01,Colorado,Major Market,Coffee,Regular,92,40,25,13,536,30,90
3,2010-11-01,Colorado,Major Market,Coffee,Decaf,198,81,33,22,984,80,190
8,2010-11-01,Colorado,Major Market,Herbal Tea,Decaf,363,181,75,50,1283,170,330
2,2010-11-01,Oregon,Small Market,Coffee,Regular,128,53,61,17,470,60,150
13,2010-11-01,Oregon,Small Market,Tea,Regular,245,102,54,31,666,70,170
9,2010-11-01,Oregon,Small Market,Herbal Tea,Decaf,200,88,42,29,561,80,180
12,2010-11-01,Oregon,Small Market,Tea,Regular,197,78,57,25,798,50,140
2,2010-11-01,Massachusetts,Major Market,Coffee,Regular,454,75,55,24,-3287,60,400
2,2010-12-01,Connecticut,Small Market,Coffee,Regular,289,115,69,37,1166,100,260
6,2010-12-01,California,Major Market,Espresso,Decaf,576,247,113,81,1744,240,550
5,2010-12-01,New York,Major Market,Espresso,Regular,66,135,155,122,3641,130,60
13,2010-12-01,California,Major Market,Tea,Regular,168,67,54,22,677,40,120
6,2010-12-01,Texas,Major Market,Espresso,Decaf,133,54,27,15,601,40,100
9,2010-12-01,Texas,Major Market,Herbal Tea,Decaf,101,41,36,13,435,30,90
3,2010-12-01,Louisiana,Small Market,Coffee,Decaf,85,34,20,9,863,40,100
6,2010-12-01,Louisiana,Small Market,Espresso,Decaf,106,43,36,13,466,30,80
8,2010-12-01,Louisiana,Small Market,Herbal Tea,Decaf,214,94,43,31,540,80,190
2,2010-12-01,Washington,Small Market,Coffee,Regular,176,72,46,23,461,80,200
6,2010-12-01,Washington,Small Market,Espresso,Decaf,176,80,45,24,1079,70,170
4,2010-12-01,Washington,Small Market,Espresso,Regular,56,24,19,7,567,20,50
6,2010-12-01,Wisconsin,Small Market,Espresso,Decaf,56,24,19,7,567,30,70
11,2010-12-01,Wisconsin,Small Market,Tea,Regular,106,43,35,13,466,30,80
8,2010-12-01,Colorado,Major Market,Herbal Tea,Decaf,306,153,66,42,1319,140,280
10,2010-12-01,Colorado,Major Market,Herbal Tea,Decaf,127,54,44,17,424,50,110
11,2010-12-01,Colorado,Major Market,Tea,Regular,103,46,51,17,422,30,80
12,2010-12-01,Colorado,Major Market,Tea,Regular,116,53,37,16,1054,40,90
5,2010-12-01,Florida,Major Market,Espresso,Regular,250,105,124,95,716,100,240
8,2010-12-01,Illinois,Major Market,Herbal Tea,Decaf,302,123,46,34,959,110,280
11,2010-12-01,Illinois,Major Market,Tea,Regular,133,54,26,15,601,40,110
5,2010-12-01,Missouri,Small Market,Espresso,Regular,123,50,25,14,898,60,150
6,2010-12-01,Missouri,Small Market,Espresso,Decaf,77,31,19,8,844,30,90
2,2010-12-01,Louisiana,Small Market,Coffee,Regular,120,49,25,13,845,50,140
3,2010-12-01,Iowa,Small Market,Coffee,Decaf,24,10,15,3,594,0,20
9,2010-12-01,Iowa,Small Market,Herbal Tea,Decaf,312,127,62,40,830,120,290
9,2010-12-01,Ohio,Major Market,Herbal Tea,Decaf,82,33,20,9,870,30,70
5,2010-12-01,Massachusetts,Major Market,Espresso,Regular,99,47,72,42,571,40,90
2,2010-12-01,Massachusetts,Major Market,Coffee,Regular,510,67,53,22,-3534,60,450
7,2010-12-01,Massachusetts,Major Market,Espresso,Regular,306,153,66,42,1319,150,290
13,2010-12-01,Washington,Small Market,Tea,Regular,131,55,79,49,627,40,90
2,2010-12-01,Oklahoma,Small Market,Coffee,Regular,185,81,38,26,551,90,220
6,2010-12-01,Oklahoma,Small Market,Espresso,Decaf,221,88,61,29,817,60,170
8,2010-12-01,Oklahoma,Small Market,Herbal Tea,Decaf,145,65,58,24,403,60,130
6,2010-12-01,Florida,Major Market,Espresso,Decaf,195,83,54,27,575,80,190
9,2010-12-01,California,Major Market,Herbal Tea,Decaf,525,241,96,74,1321,220,480
8,2010-12-01,Missouri,Small Market,Herbal Tea,Decaf,118,49,74,44,335,40,100
3,2010-12-01,Ohio,Major Market,Coffee,Decaf,112,47,71,42,521,40,110
9,2010-12-01,Washington,Small Market,Herbal Tea,Decaf,120,49,25,13,845,40,110
1,2010-12-01,Utah,Small Market,Coffee,Regular,139,63,40,19,1075,70,160
3,2010-12-01,Utah,Small Market,Coffee,Decaf,153,68,59,25,619,80,180
13,2010-12-01,Utah,Small Market,Tea,Regular,45,20,40,7,218,10,30
5,2010-12-01,Utah,Small Market,Espresso,Regular,214,94,43,31,540,90,200
6,2010-12-01,Utah,Small Market,Espresso,Decaf,123,50,26,14,898,40,110
8,2010-12-01,Utah,Small Market,Herbal Tea,Decaf,127,52,39,16,327,40,110
10,2010-12-01,Utah,Small Market,Herbal Tea,Decaf,160,92,51,28,1898,80,140
11,2010-12-01,Utah,Small Market,Tea,Regular,118,49,73,44,335,30,80
4,2010-12-01,Utah,Small Market,Espresso,Regular,77,31,20,8,844,30,70
8,2010-12-01,Texas,Major Market,Herbal Tea,Decaf,127,54,45,17,424,50,110
5,2010-12-01,Connecticut,Small Market,Espresso,Regular,131,55,78,49,627,50,120
9,2010-12-01,Connecticut,Small Market,Herbal Tea,Decaf,153,68,58,25,619,50,110
10,2010-12-01,Connecticut,Small Market,Herbal Tea,Decaf,139,63,40,19,1075,40,100
1,2010-12-01,Oregon,Small Market,Coffee,Regular,112,47,72,42,521,50,130
2,2010-12-01,Oregon,Small Market,Coffee,Regular,98,41,56,13,482,40,110
3,2010-12-01,Oregon,Small Market,Coffee,Decaf,101,41,35,13,435,40,120
13,2010-12-01,Oregon,Small Market,Tea,Regular,320,134,65,41,690,90,230
5,2010-12-01,Oregon,Small Market,Espresso,Regular,127,54,45,17,424,50,120
2,2010-12-01,New Mexico,Small Market,Coffee,Regular,122,48,47,15,462,50,140
3,2010-12-01,New Mexico,Small Market,Coffee,Decaf,160,92,52,28,1898,100,190
5,2010-12-01,New Mexico,Small Market,Espresso,Regular,118,49,74,44,335,30,90
6,2010-12-01,New Mexico,Small Market,Espresso,Decaf,89,38,39,12,256,30,60
8,2010-12-01,New Mexico,Small Market,Herbal Tea,Decaf,41,16,16,4,851,10,30
9,2010-12-01,New Mexico,Small Market,Herbal Tea,Decaf,69,31,31,9,1009,20,60
4,2010-12-01,New Mexico,Small Market,Espresso,Regular,45,20,40,7,-598,10,30
9,2010-12-01,Massachusetts,Major Market,Herbal Tea,Decaf,103,46,50,17,422,30,70
3,2010-12-01,Washington,Small Market,Coffee,Decaf,250,105,125,95,716,120,290
5,2010-12-01,Washington,Small Market,Espresso,Regular,145,65,57,24,403,60,140
8,2010-12-01,Washington,Small Market,Herbal Tea,Decaf,289,115,69,37,1166,100,260
11,2010-12-01,Washington,Small Market,Tea,Regular,107,41,36,12,320,30,70
12,2010-12-01,Washington,Small Market,Tea,Regular,106,43,35,13,466,30,70
4,2010-12-01,Texas,Major Market,Espresso,Regular,168,67,54,22,-1239,50,120
1,2010-12-01,Ohio,Major Market,Coffee,Regular,127,54,44,17,424,50,120
11,2010-12-01,Ohio,Major Market,Tea,Regular,221,88,61,29,817,70,180
5,2010-12-01,Iowa,Small Market,Espresso,Regular,58,23,18,6,807,20,70
13,2010-12-01,New York,Major Market,Tea,Regular,133,54,27,15,601,50,130
5,2010-12-01,California,Major Market,Espresso,Regular,322,135,156,122,940,130,310
8,2010-12-01,Oregon,Small Market,Herbal Tea,Decaf,60,24,17,6,829,20,50
9,2010-12-01,Oregon,Small Market,Herbal Tea,Decaf,185,81,38,26,551,70,170
10,2010-12-01,Florida,Major Market,Herbal Tea,Decaf,176,80,46,24,1079,60,120
2,2010-12-01,Iowa,Small Market,Coffee,Regular,69,31,30,9,1009,30,60
2,2010-12-01,Missouri,Small Market,Coffee,Regular,153,68,59,25,619,60,150
9,2010-12-01,Missouri,Small Market,Herbal Tea,Decaf,160,92,52,28,1898,80,140
11,2010-12-01,Missouri,Small Market,Tea,Regular,89,38,40,12,256,30,70
12,2010-12-01,Missouri,Small Market,Tea,Regular,45,20,41,7,218,10,30
3,2010-12-01,Oklahoma,Small Market,Coffee,Decaf,82,33,21,9,870,30,90
5,2010-12-01,Oklahoma,Small Market,Espresso,Regular,73,29,20,8,490,20,50
9,2010-12-01,Oklahoma,Small Market,Herbal Tea,Decaf,250,105,125,95,716,90,230
1,2010-12-01,New Hampshire,Small Market,Coffee,Regular,127,52,38,16,327,40,110
2,2010-12-01,New Hampshire,Small Market,Coffee,Regular,122,48,46,15,462,40,100
13,2010-12-01,New Hampshire,Small Market,Tea,Regular,43,0,11,0,344,0,40
5,2010-12-01,New Hampshire,Small Market,Espresso,Regular,118,49,73,44,335,40,110
9,2010-12-01,New Hampshire,Small Market,Herbal Tea,Decaf,88,39,47,14,250,20,60
11,2010-12-01,New Hampshire,Small Market,Tea,Regular,41,16,15,4,851,10,40
7,2010-12-01,New Hampshire,Small Market,Espresso,Regular,45,20,41,7,218,10,40
9,2010-12-01,New York,Major Market,Herbal Tea,Decaf,747,294,144,111,1727,220,540
2,2010-12-01,Ohio,Major Market,Coffee,Regular,101,41,36,13,435,40,90
11,2010-12-01,Massachusetts,Major Market,Tea,Regular,82,33,20,9,870,30,80
12,2010-12-01,California,Major Market,Tea,Regular,133,54,26,15,601,30,90
8,2010-12-01,California,Major Market,Herbal Tea,Decaf,210,86,35,24,1003,80,190
3,2010-12-01,Illinois,Major Market,Coffee,Decaf,312,127,63,40,830,120,300
6,2010-12-01,Illinois,Major Market,Espresso,Decaf,501,250,94,70,1820,320,640
10,2010-12-01,Illinois,Major Market,Herbal Tea,Decaf,210,86,36,24,1003,80,190
12,2010-12-01,Illinois,Major Market,Tea,Regular,168,67,54,22,677,50,130
13,2010-12-01,Missouri,Small Market,Tea,Regular,88,39,47,14,250,30,70
1,2010-12-01,Iowa,Small Market,Coffee,Regular,41,16,15,4,851,10,40
6,2010-12-01,Iowa,Small Market,Espresso,Decaf,43,0,11,0,344,0,50
8,2010-12-01,Iowa,Small Market,Herbal Tea,Decaf,576,247,113,81,1744,230,530
11,2010-12-01,Iowa,Small Market,Tea,Regular,501,250,95,70,1820,210,410
12,2010-12-01,Iowa,Small Market,Tea,Regular,654,294,144,111,1838,240,540
3,2010-12-01,Texas,Major Market,Coffee,Decaf,99,43,26,14,531,50,110
3,2010-12-01,Nevada,Small Market,Coffee,Decaf,69,31,30,9,1009,30,80
6,2010-12-01,Nevada,Small Market,Espresso,Decaf,58,23,18,6,807,20,50
8,2010-12-01,Nevada,Small Market,Herbal Tea,Decaf,322,135,155,122,940,120,290
11,2010-12-01,Nevada,Small Market,Tea,Regular,576,247,114,81,1744,180,420
12,2010-12-01,Nevada,Small Market,Tea,Regular,501,250,94,70,1820,180,360
4,2010-12-01,Nevada,Small Market,Espresso,Regular,43,0,12,0,344,0,40
2,2010-12-01,California,Major Market,Coffee,Regular,699,279,149,97,2642,330,830
3,2010-12-01,California,Major Market,Coffee,Decaf,192,224,117,73,4216,260,220
1,2010-12-01,Wisconsin,Small Market,Coffee,Regular,145,65,58,24,403,60,140
2,2010-12-01,Wisconsin,Small Market,Coffee,Regular,250,105,125,95,716,100,240
3,2010-12-01,Wisconsin,Small Market,Coffee,Decaf,195,83,55,27,575,80,190
5,2010-12-01,Wisconsin,Small Market,Espresso,Regular,176,80,46,24,1079,100,220
9,2010-12-01,Wisconsin,Small Market,Herbal Tea,Decaf,85,34,21,9,863,30,70
10,2010-12-01,New York,Major Market,Herbal Tea,Decaf,148,241,96,74,5121,180,100
11,2010-12-01,New York,Major Market,Tea,Regular,210,86,35,24,1003,90,210
12,2010-12-01,New York,Major Market,Tea,Regular,302,123,46,34,959,120,310
7,2010-12-01,New York,Major Market,Espresso,Regular,657,250,95,70,723,240,640
1,2010-12-01,Colorado,Major Market,Coffee,Regular,302,123,45,34,959,120,290
13,2010-12-01,Colorado,Major Market,Tea,Regular,185,81,38,26,551,60,150
3,2010-12-01,Colorado,Major Market,Coffee,Decaf,210,86,36,24,1003,80,200
5,2010-12-01,Ohio,Major Market,Espresso,Regular,306,153,66,42,1319,190,390
6,2010-12-01,Ohio,Major Market,Espresso,Decaf,103,46,51,17,422,50,130
12,2010-12-01,Ohio,Major Market,Tea,Regular,320,134,65,41,690,110,260
2,2010-12-01,Florida,Major Market,Coffee,Regular,221,88,60,29,817,70,190
8,2010-12-01,Florida,Major Market,Herbal Tea,Decaf,56,24,20,7,567,10,40
9,2010-12-01,Illinois,Major Market,Herbal Tea,Decaf,99,43,27,14,531,40,90
2,2010-12-01,Nevada,Small Market,Coffee,Regular,88,39,48,14,250,40,100
13,2010-12-01,Nevada,Small Market,Tea,Regular,31,294,145,111,8252,210,0
5,2010-12-01,Nevada,Small Market,Espresso,Regular,41,16,15,4,851,10,30
9,2010-12-01,Nevada,Small Market,Herbal Tea,Decaf,534,224,116,73,1191,210,490
10,2010-12-01,Nevada,Small Market,Herbal Tea,Decaf,312,127,63,40,830,120,290
2,2010-12-01,Utah,Small Market,Coffee,Regular,114,49,44,16,392,50,130
9,2010-12-01,Utah,Small Market,Herbal Tea,Decaf,122,48,46,15,462,40,110
12,2010-12-01,Utah,Small Market,Tea,Regular,89,38,39,12,256,20,60
10,2010-12-01,California,Major Market,Herbal Tea,Decaf,99,43,27,14,531,40,90
3,2010-12-01,Florida,Major Market,Coffee,Decaf,320,134,64,41,690,120,280
11,2010-12-01,Florida,Major Market,Tea,Regular,75,30,19,8,882,30,70
5,2010-12-01,Illinois,Major Market,Espresso,Regular,576,247,113,81,1744,310,730
3,2010-12-01,Missouri,Small Market,Coffee,Decaf,139,63,40,19,1075,60,130
2,2010-12-01,New York,Major Market,Coffee,Regular,699,279,149,97,2642,250,620
2,2010-12-01,Illinois,Major Market,Coffee,Regular,534,224,116,73,1191,220,520
13,2010-12-01,Massachusetts,Major Market,Tea,Regular,73,29,19,8,490,30,70
11,2010-12-01,Connecticut,Small Market,Tea,Regular,123,50,26,14,898,50,120
13,2010-12-01,Florida,Major Market,Tea,Regular,85,34,21,9,863,30,80
11,2010-12-01,California,Major Market,Tea,Regular,302,123,45,34,959,90,220
4,2010-12-01,California,Major Market,Espresso,Regular,501,250,94,70,1820,240,480
4,2010-12-01,Oklahoma,Small Market,Espresso,Regular,320,134,65,41,-2248,100,240
8,2010-12-01,Wisconsin,Small Market,Herbal Tea,Decaf,107,41,36,12,320,30,90
12,2010-12-01,Wisconsin,Small Market,Tea,Regular,131,55,79,49,627,40,100
8,2010-12-01,Ohio,Major Market,Herbal Tea,Decaf,73,29,19,8,490,20,60
1,2010-12-01,California,Major Market,Coffee,Regular,102,127,63,40,2947,150,120
9,2010-12-01,Florida,Major Market,Herbal Tea,Decaf,145,65,57,24,403,40,100
13,2010-12-01,Connecticut,Small Market,Tea,Regular,82,33,21,9,818,30,80
6,2010-12-01,Connecticut,Small Market,Espresso,Decaf,114,49,44,16,392,40,110
2,2010-12-01,Colorado,Major Market,Coffee,Regular,99,43,27,14,531,40,90
5,2010-12-01,Colorado,Major Market,Espresso,Regular,133,54,26,15,601,60,170
6,2010-12-01,Colorado,Major Market,Espresso,Decaf,168,67,54,22,677,80,210
9,2010-12-01,Colorado,Major Market,Herbal Tea,Decaf,112,47,71,42,521,40,100
6,2010-12-01,Oregon,Small Market,Espresso,Decaf,306,153,66,42,1319,150,290
11,2010-12-01,Oregon,Small Market,Tea,Regular,73,29,19,8,490,20,50
12,2010-12-01,Oregon,Small Market,Tea,Regular,221,88,60,29,817,60,160
4,2010-12-01,Oregon,Small Market,Espresso,Regular,103,46,51,17,422,40,90
2,2010-12-01,Texas,Major Market,Coffee,Regular,525,241,96,74,1321,280,620
5,2010-12-01,Texas,Major Market,Espresso,Regular,302,123,46,34,959,90,230
5,2010-12-01,Louisiana,Small Market,Espresso,Regular,107,41,35,12,320,30,80
9,2010-12-01,Louisiana,Small Market,Herbal Tea,Decaf,153,68,59,25,619,60,140
4,2010-12-01,Louisiana,Small Market,Espresso,Regular,131,55,79,49,-1053,40,100
5,2011-01-01,Connecticut,Small Market,Espresso,Regular,201,75,103,68,522,70,170
6,2011-01-01,Connecticut,Small Market,Espresso,Decaf,145,55,47,18,312,50,120
2,2011-01-01,Washington,Small Market,Coffee,Regular,145,53,41,16,338,60,160
5,2011-01-01,Washington,Small Market,Espresso,Regular,134,54,56,20,312,50,110
12,2011-01-01,Washington,Small Market,Tea,Regular,168,61,43,19,390,40,100
4,2011-01-01,Washington,Small Market,Espresso,Regular,123,48,28,15,623,40,100
1,2011-01-01,California,Major Market,Coffee,Regular,162,95,55,30,608,110,180
13,2011-01-01,New York,Major Market,Tea,Regular,150,54,27,15,456,50,140
3,2011-01-01,Illinois,Major Market,Coffee,Decaf,262,95,55,30,608,100,240
11,2011-01-01,Illinois,Major Market,Tea,Regular,150,54,28,15,456,40,110
10,2011-01-01,Illinois,Major Market,Herbal Tea,Decaf,262,95,40,26,821,80,200
5,2011-01-01,Louisiana,Small Market,Espresso,Regular,201,67,45,20,400,50,150
5,2011-01-01,Ohio,Major Market,Espresso,Regular,382,170,76,47,1091,190,400
13,2011-01-01,Florida,Major Market,Tea,Regular,91,33,21,9,777,30,80
5,2011-01-01,Florida,Major Market,Espresso,Regular,213,79,107,72,551,70,180
11,2011-01-01,Florida,Major Market,Tea,Regular,90,32,21,8,821,30,80
11,2011-01-01,Washington,Small Market,Tea,Regular,201,67,45,20,400,40,120
9,2011-01-01,Texas,Major Market,Herbal Tea,Decaf,157,57,43,18,364,50,130
5,2011-01-01,Wisconsin,Small Market,Espresso,Regular,168,69,45,21,965,80,170
12,2011-01-01,Wisconsin,Small Market,Tea,Regular,201,75,103,68,522,60,150
8,2011-01-01,Texas,Major Market,Herbal Tea,Decaf,157,60,49,19,336,50,130
13,2011-01-01,Colorado,Major Market,Tea,Regular,112,44,27,14,623,30,80
6,2011-01-01,Florida,Major Market,Espresso,Decaf,201,77,56,25,432,70,170
3,2011-01-01,California,Major Market,Coffee,Decaf,132,144,96,47,862,180,140
5,2011-01-01,Illinois,Major Market,Espresso,Regular,611,234,114,77,1310,270,640
2,2011-01-01,Missouri,Small Market,Coffee,Regular,213,85,69,32,494,90,190
3,2011-01-01,Missouri,Small Market,Coffee,Decaf,190,78,47,24,965,80,170
9,2011-01-01,Missouri,Small Market,Herbal Tea,Decaf,111,88,52,27,525,70,80
3,2011-01-01,Louisiana,Small Market,Coffee,Decaf,91,33,21,9,777,40,100
8,2011-01-01,Louisiana,Small Market,Herbal Tea,Decaf,125,49,29,16,623,40,100
9,2011-01-01,Louisiana,Small Market,Herbal Tea,Decaf,213,85,68,32,494,80,180
11,2011-01-01,Iowa,Small Market,Tea,Regular,510,228,91,63,1459,190,400
10,2011-01-01,Florida,Major Market,Herbal Tea,Decaf,168,69,44,21,965,50,110
4,2011-01-01,California,Major Market,Espresso,Regular,510,228,92,63,1459,210,430
1,2011-01-01,Ohio,Major Market,Coffee,Regular,157,60,48,19,336,60,140
2,2011-01-01,Louisiana,Small Market,Coffee,Regular,95,34,22,9,777,40,100
6,2011-01-01,Louisiana,Small Market,Espresso,Decaf,168,61,43,19,390,50,120
9,2011-01-01,Washington,Small Market,Herbal Tea,Decaf,95,34,22,9,777,20,70
3,2011-01-01,Texas,Major Market,Coffee,Decaf,213,83,41,27,623,100,230
3,2011-01-01,Florida,Major Market,Coffee,Decaf,224,84,51,26,500,80,190
6,2011-01-01,Oklahoma,Small Market,Espresso,Decaf,235,84,62,27,651,70,180
9,2011-01-01,Oklahoma,Small Market,Herbal Tea,Decaf,213,79,106,72,551,70,180
4,2011-01-01,Oklahoma,Small Market,Espresso,Regular,224,84,52,26,500,70,170
6,2011-01-01,Texas,Major Market,Espresso,Decaf,150,54,27,15,456,40,110
2,2011-01-01,Massachusetts,Major Market,Coffee,Regular,553,72,58,23,558,60,460
3,2011-01-01,Wisconsin,Small Market,Coffee,Decaf,201,77,55,25,432,80,180
13,2011-01-01,Washington,Small Market,Tea,Regular,201,75,102,68,522,40,120
6,2011-01-01,Washington,Small Market,Espresso,Decaf,168,69,44,21,965,60,140
2,2011-01-01,Utah,Small Market,Coffee,Regular,145,55,47,18,312,60,160
13,2011-01-01,Utah,Small Market,Tea,Regular,73,29,47,11,169,10,40
5,2011-01-01,Utah,Small Market,Espresso,Regular,125,49,30,16,623,40,100
6,2011-01-01,Utah,Small Market,Espresso,Decaf,138,50,27,14,821,40,110
8,2011-01-01,Utah,Small Market,Herbal Tea,Decaf,104,38,36,12,241,30,80
9,2011-01-01,Utah,Small Market,Herbal Tea,Decaf,134,48,49,15,372,40,100
10,2011-01-01,Utah,Small Market,Herbal Tea,Decaf,111,88,54,27,525,70,80
11,2011-01-01,Utah,Small Market,Tea,Regular,101,37,66,34,261,20,60
4,2011-01-01,Utah,Small Market,Espresso,Regular,128,46,25,12,777,40,100
13,2011-01-01,Connecticut,Small Market,Tea,Regular,105,38,22,10,777,40,100
1,2011-01-01,Oregon,Small Market,Coffee,Regular,168,63,90,57,435,70,180
2,2011-01-01,Oregon,Small Market,Coffee,Regular,179,67,68,22,400,80,200
5,2011-01-01,Oregon,Small Market,Espresso,Regular,157,60,49,19,336,50,130
8,2011-01-01,Oregon,Small Market,Herbal Tea,Decaf,101,36,22,10,777,30,70
9,2011-01-01,Oregon,Small Market,Herbal Tea,Decaf,112,44,28,14,623,30,80
12,2011-01-01,Oregon,Small Market,Tea,Regular,235,84,61,27,651,50,140
4,2011-01-01,Oregon,Small Market,Espresso,Regular,145,58,59,22,338,50,120
4,2011-01-01,Louisiana,Small Market,Espresso,Regular,201,75,102,68,522,60,150
2,2011-01-01,New Mexico,Small Market,Coffee,Regular,134,48,48,15,372,60,150
3,2011-01-01,New Mexico,Small Market,Coffee,Decaf,111,88,52,27,525,110,120
5,2011-01-01,New Mexico,Small Market,Espresso,Regular,101,37,66,34,261,30,70
6,2011-01-01,New Mexico,Small Market,Espresso,Decaf,92,35,40,11,196,30,70
8,2011-01-01,New Mexico,Small Market,Herbal Tea,Decaf,50,18,17,5,821,10,40
9,2011-01-01,New Mexico,Small Market,Herbal Tea,Decaf,69,28,32,8,965,20,60
4,2011-01-01,New Mexico,Small Market,Espresso,Regular,73,29,46,11,169,20,50
3,2011-01-01,Washington,Small Market,Coffee,Decaf,213,79,107,72,551,90,230
8,2011-01-01,Washington,Small Market,Herbal Tea,Decaf,347,124,75,40,961,100,270
5,2011-01-01,Texas,Major Market,Espresso,Regular,245,89,37,24,777,70,180
3,2011-01-01,Ohio,Major Market,Coffee,Decaf,168,63,91,57,435,60,150
11,2011-01-01,Ohio,Major Market,Tea,Regular,235,84,61,27,651,70,180
3,2011-01-01,Iowa,Small Market,Coffee,Decaf,60,23,20,7,623,20,50
6,2011-01-01,Iowa,Small Market,Espresso,Decaf,48,17,17,4,777,10,50
5,2011-01-01,New York,Major Market,Espresso,Regular,68,105,134,95,725,100,50
9,2011-01-01,New York,Major Market,Herbal Tea,Decaf,540,245,133,93,1419,180,370
10,2011-01-01,New York,Major Market,Herbal Tea,Decaf,201,207,90,64,965,150,140
7,2011-01-01,New York,Major Market,Espresso,Regular,548,228,91,63,1459,210,480
2,2011-01-01,New York,Major Market,Coffee,Regular,759,271,152,94,2101,260,640
5,2011-01-01,California,Major Market,Espresso,Regular,280,105,134,95,725,100,240
9,2011-01-01,California,Major Market,Herbal Tea,Decaf,506,207,89,64,965,170,390
13,2011-01-01,Oregon,Small Market,Tea,Regular,224,84,51,26,500,50,130
11,2011-01-01,Oregon,Small Market,Tea,Regular,90,32,21,8,456,20,50
11,2011-01-01,California,Major Market,Tea,Regular,245,89,38,24,777,50,140
1,2011-01-01,Iowa,Small Market,Coffee,Regular,50,18,17,5,821,10,40
5,2011-01-01,Iowa,Small Market,Espresso,Regular,48,17,16,4,777,10,50
8,2011-01-01,Ohio,Major Market,Herbal Tea,Decaf,90,32,20,8,456,20,70
12,2011-01-01,Ohio,Major Market,Tea,Regular,224,84,51,26,500,70,170
5,2011-01-01,Missouri,Small Market,Espresso,Regular,138,50,26,14,821,50,140
6,2011-01-01,Missouri,Small Market,Espresso,Decaf,128,46,24,12,777,50,130
8,2011-01-01,Missouri,Small Market,Herbal Tea,Decaf,101,37,67,34,261,30,70
11,2011-01-01,Missouri,Small Market,Tea,Regular,92,35,40,11,196,30,70
2,2011-01-01,Oklahoma,Small Market,Coffee,Regular,112,44,28,14,623,50,120
5,2011-01-01,Oklahoma,Small Market,Espresso,Regular,90,32,21,8,456,20,60
1,2011-01-01,New Hampshire,Small Market,Coffee,Regular,104,38,37,12,241,30,80
2,2011-01-01,New Hampshire,Small Market,Coffee,Regular,134,48,49,15,372,40,110
13,2011-01-01,New Hampshire,Small Market,Tea,Regular,48,17,16,4,777,10,40
5,2011-01-01,New Hampshire,Small Market,Espresso,Regular,101,37,66,34,261,30,80
9,2011-01-01,New Hampshire,Small Market,Herbal Tea,Decaf,85,34,48,12,197,20,50
11,2011-01-01,New Hampshire,Small Market,Tea,Regular,50,18,18,5,821,10,40
7,2011-01-01,New Hampshire,Small Market,Espresso,Regular,73,29,46,11,169,20,60
11,2011-01-01,New York,Major Market,Tea,Regular,262,95,40,26,821,100,250
1,2011-01-01,Wisconsin,Small Market,Coffee,Regular,134,54,56,20,312,50,120
9,2011-01-01,Wisconsin,Small Market,Herbal Tea,Decaf,91,33,21,9,777,20,70
11,2011-01-01,Wisconsin,Small Market,Tea,Regular,168,61,44,19,390,50,130
2,2011-01-01,Ohio,Major Market,Coffee,Regular,157,57,43,18,364,60,140
9,2011-01-01,Ohio,Major Market,Herbal Tea,Decaf,90,32,20,8,821,20,70
5,2011-01-01,Massachusetts,Major Market,Espresso,Regular,141,63,90,57,435,60,120
7,2011-01-01,Massachusetts,Major Market,Espresso,Regular,382,170,75,47,1091,160,330
2,2011-01-01,Iowa,Small Market,Coffee,Regular,69,28,30,8,965,20,60
8,2011-01-01,Iowa,Small Market,Herbal Tea,Decaf,611,234,116,77,1310,200,480
9,2011-01-01,Iowa,Small Market,Herbal Tea,Decaf,262,95,56,30,608,80,200
12,2011-01-01,Iowa,Small Market,Tea,Regular,611,245,132,93,1419,210,480
13,2011-01-01,California,Major Market,Tea,Regular,201,72,57,23,558,40,120
8,2011-01-01,California,Major Market,Herbal Tea,Decaf,262,95,39,26,821,80,200
10,2011-01-01,California,Major Market,Herbal Tea,Decaf,213,83,42,27,623,70,160
12,2011-01-01,Missouri,Small Market,Tea,Regular,73,29,47,11,169,20,50
2,2011-01-01,Texas,Major Market,Coffee,Regular,506,207,90,64,965,260,560
3,2011-01-01,Nevada,Small Market,Coffee,Decaf,69,28,32,8,965,30,70
6,2011-01-01,Nevada,Small Market,Espresso,Decaf,48,17,16,4,777,10,40
